Transcript	GeneName
NM_001142593	ITPK1
NM_020818	UNC79
NM_001002860	BTBD7
NM_023112	OTUB2
NM_024734	CLMN
NM_152327	AK7
NM_032632	PAPOLA
NR_015430	LINC01550
NM_016337	EVL
NM_001008707	EML1
NM_032233	SETD3
NM_001144995	CCDC85C
NM_001127258	HHIPL1
NR_003530	MEG3
NM_024515	WDR25
NM_207117	SLC25A47
NM_001161726	PPP2R5C
NM_001242417	WDR20
NM_001376	DYNC1H1
NM_003300	TRAF3
NM_014844	TECPR2
NM_006035	CDC42BPB
NM_015156	RCOR1
NM_001128918	MARK3
NM_015316	PPP1R13B
NM_153046	TDRD9
NM_001014431	AKT1
NM_177533	NUDT14
NM_001013354	OR11H12
NR_046104	LOC642426
NM_001005356	POTEG
NR_073459	BMS1P18
NR_073460	BMS1P17
NM_001145442	POTEM
NM_001197287	OR11H2
NM_172194	OR4Q3
NM_001005500	OR4M1
NM_001004723	OR4N2
NM_001005486	OR4K15
NM_001005483	OR4K5
NM_001005501	OR4K2
NM_001004063	OR4K1
NM_001004717	OR4L1
NM_001004714	OR4K13
NM_001004712	OR4K14
NM_001005503	OR11G2
NM_001004724	OR4N5
NM_001004715	OR4K17
NM_001004480	OR11H6
NM_005484	PARP2
NR_003693	SNORD126
NR_002312	RPPH1
NM_182849	CCNB1IP1
NM_001004479	OR11H4
NM_138376	TTC5
NM_017807	OSGEP
NM_001109997	KLHL33
NM_000270	PNP
NM_001244249	APEX1
NM_001100814	TMEM55B
NM_001001673	RNASE9
NM_001024822	RNASE12
NM_145250	RNASE11
NM_001012975	RNASE10
NM_001145	ANG
NM_006683	EDDM3A
NM_002937	RNASE4
NM_001001968	OR6S1
NM_005615	RNASE6
NM_022360	EDDM3B
NM_002935	RNASE3
NM_002933	RNASE1
NM_014579	SLC39A2
NM_201539	NDRG2
NM_002934	RNASE2
NM_022734	METTL17
NR_033909	ECRP
NM_138331	RNASE8
NM_001146683	TMEM253
NM_001101672	ZNF219
NM_001012264	RNASE13
NM_173846	TPPP2
NM_018071	ARHGEF40
NM_032572	RNASE7
NM_001004731	OR5AU1
NM_001077442	HNRNPC
NR_038970	LINC00641
NR_002916	SNORD8
NM_007192	SUPT16H
NR_003029	SNORD9
NM_019852	METTL3
NM_014828	TOX4
NM_005407	SALL2
NM_032846	RAB2B
NM_001005466	OR10G2
NM_001005465	OR10G3
NM_001001912	OR4E2
NM_001344	DAD1
NM_178336	MRPL52
NM_005015	OXA1L
NM_004995	MMP14
NM_001126105	SLC7A7
NM_001077351	RBM23
NM_014045	LRP10
NM_006109	PRMT5
NM_032876	AJUBA
NM_173527	REM2
NM_017815	HAUS4
NM_014977	ACIN1
NM_022478	CDH24
NM_002797	PSMB5
NM_017924	C14orf119
NM_001099780	PSMB11
NM_001805	CEBPE
NM_012244	SLC7A8
NM_172314	IL25
NM_005864	EFS
NM_001199864	BCL2L2-PABPN1
NM_020834	HOMEZ
NM_020372	SLC22A17
NM_001276318	PPP1R3E
NM_138460	CMTM5
NR_029595	MIR208A
NM_001042635	NGDN
NM_000257	MYH7
NR_030624	MIR208B
NM_033400	ZFHX2
NM_001126339	THTPA
NM_001146028	JPH4
NM_003917	AP1G2
NM_182908	DHRS2
NM_021004	DHRS4
NM_001193637	DHRS4L2
NR_023924	DHRS4-AS1
NM_004563	PCK2
NM_016049	EMC9
NM_176783	PSME1
NM_006084	IRF9
NM_138360	LRRC16B
NM_002818	PSME2
NM_017999	RNF31
NM_203402	FITM1
NM_001163484	DCAF11
NM_006032	CPNE6
NM_006177	NRL
NM_001099274	TINF2
NM_001002002	GMPR2
NM_001136050	DHRS1
NM_001199823	NEDD8-MDP1
NM_006405	TM9SF1
NM_001184739	TSSK4
NM_000359	TGM1
NM_024658	IPO4
NM_182836	RABGGTA
NM_006871	RIPK3
NM_001136022	NFATC4
NM_001198592	ADCY4
NM_001039771	CBLN3
NM_025081	NYNRIN
NM_014430	CIDEB
NM_001143919	LTB4R
NM_019839	LTB4R2
NM_001836	CMA1
NM_020195	SDR39U1
NM_001911	CTSG
NM_004131	GZMB
NM_033423	GZMH
NR_036193	MIR4307
NR_039992	LINC00645
NM_005249	FOXG1
NR_026731	LINC01551
NM_001135058	COCH
NR_038356	LOC100506071
NM_007077	AP4S1
NR_030354	MIR624
NR_036675	GPR33
NM_080664	DTD2
NM_001030055	ARHGAP5
NR_027263	ARHGAP5-AS1
NM_022073	EGLN3
NM_138288	SPTSSA
NM_152233	SNX6
NM_138638	CFL2
NM_003136	SRP54
NR_002937	IGBP1P1
NM_017917	PPP2R3C
NM_020529	NFKBIA
NM_032594	INSM2
NR_049735	PTCSC3
NM_016586	MBIP
NM_001079668	NKX2-1
NM_014360	NKX2-8
NM_006194	PAX9
NR_039725	MIR4503
NR_033240	SLC25A21-AS1
NM_004496	FOXA1
NM_001049	SSTR1
NM_175060	CLEC14A
NM_006364	SEC23A
NM_002687	PNN
NM_001079537	TRAPPC6B
NM_001247989	CTAGE5
NR_038935	LOC100288846
NM_203301	FBXO33
NM_032135	FSCB
NM_001017923	C14orf28
NM_017658	KLHL28
NM_002013	FKBP3
NR_003691	SNORD127
NM_017922	PRPF39
NM_018353	MIS18BP1
NM_080746	RPL10L
NR_037503	MIR548Y
NM_001030001	RPS29
NM_002692	POLE2
NM_002408	MGAT2
NM_001001	RPL36AL
NM_018139	DNAAF2
NM_014315	KLHDC2
NM_004713	NEMF
NM_001663	ARF6
NM_001014830	C14orf183
NM_024558	VCPKMT
NR_102736	LOC100506499
NM_001003803	ATP5S
NM_001127713	ATL1
NM_001206673	ABHD12B
NM_030755	TMX1
NR_038358	LINC00640
NR_037676	FRMD6-AS1
NM_007361	NID2
NM_016039	C14orf166
NM_000953	PTGDR
NM_000956	PTGER2
NM_014584	ERO1L
NM_002806	PSMC6
NM_198066	GNPNAT1
NM_130851	BMP4
NR_049843	MIR5580
NM_005776	CNIH1
NM_005192	CDKN3
NM_004124	GMFB
NM_006568	CGRRF1
NR_036194	MIR4308
NM_144578	MAPK1IP1L
NM_080867	SOCS4
NM_014750	DLGAP5
NM_002306	LGALS3
NM_152231	FBXO34
NM_199047	TBPL2
NR_027123	KTN1-AS1
NR_004844	RPL13AP3
NR_026796	LINC00520
NM_017799	TMEM260
NM_001270525	OTX2
NR_029385	OTX2-AS1
NM_018229	AP5M1
NM_001011713	NAA30
NM_018168	C14orf105
NM_018477	ACTR10
NM_002892	ARID4A
NM_207377	TOMM20L
NM_012460	TIMM9
NM_144581	L3HYPDH
NM_016475	JKAMP
NM_022571	GPR135
NM_016029	DHRS7
NM_022495	PCNXL4
NM_177952	PPM1A
NM_007374	SIX6
NM_017420	SIX4
NM_005982	SIX1
NM_020810	TRMT5
NM_001017970	TMEM30B
NR_039985	FLJ22447
NR_045406	HIF1A-AS2
NM_001530	HIF1A
NR_015358	LINC00643
NM_145171	GPHB5
NM_030791	SGPP1
NR_033777	TEX21P
NM_006977	ZBTB25
NM_004857	AKAP5
NM_021979	HSPA2
NM_001123329	ZBTB1
NM_172365	PPP1R36
NM_015549	PLEKHG3
NM_002083	GPX2
NM_198686	RAB15
NR_039855	MIR4706
NM_002382	MAX
NR_045122	LOC100506321
NR_024334	FUT8-AS1
NR_039857	MIR4708
NR_024338	LINC00238
NM_173526	FAM71D
NM_015994	ATP6V1D
NM_016445	PLEK2
NM_004094	EIF2S1
NM_182526	TMEM229B
NM_004569	PIGH
NM_001172	ARG2
NM_006370	VTI1B
NM_015346	ZFYVE26
NM_152443	RDH12
NM_001244701	ZFP36L1
NM_001130004	ACTN1
NR_073422	ACTN1-AS1
NM_001193361	EXD2
NM_018375	SLC39A9
NM_001271507	CCDC177
NM_006925	SRSF5
NR_029378	LOC100289511
NR_003951	ADAM21P1
NM_001202547	SYNJ2BP-COX16
NM_003814	ADAM20
NM_003813	ADAM21
NR_037933	ADAM20P1
NM_005466	MED6
NM_015351	TTC9
NM_033141	MAP3K9
NR_001276	SNORD56B
NR_027046	LOC145474
NM_021260	ZFYVE1
NM_173462	PAPLN
NM_006821	ACOT2
NM_203309	HEATR4
NM_031427	DNAL1
NM_152331	ACOT4
NM_001037162	ACOT6
NM_006029	PNMA1
NR_039727	MIR4505
NM_001146154	PTGR2
NM_001242924	ZNF410
NM_182476	COQ6
NM_152445	FAM161B
NM_005589	ALDH6A1
NM_025057	CCDC176
NM_005050	ABCD4
NM_018228	VRTN
NM_001105579	SYNDIG1L
NM_006432	NPC2
NM_194279	ISCA2
NM_001039479	AREL1
NM_015962	FCF1
NM_001243007	PROX2
NM_014239	EIF2B2
NM_002632	PGF
NM_031464	RPS6KL1
NM_024643	ZC2HC1C
NM_001107	ACYP1
NM_033116	NEK9
NM_005252	FOS
NR_038421	LINC01220
NM_001135049	JDP2
NM_006399	BATF
NM_017791	FLVCR2
NM_007176	C14orf1
NM_003239	TGFB3
NM_015305	ANGEL1
NM_014909	VASH1
NM_024496	IRF2BPL
NM_033426	CIPC
NM_174976	ZDHHC22
NM_013382	POMT2
NM_145870	GSTZ1
NM_021257	NGB
NR_031661	MIR1260A
NM_213601	TMED8
NM_199296	ISM2
NM_001113475	NOXRED1
NM_012111	AHSA1
NM_001193315	VIPAS39
NM_006020	ALKBH1
NM_174943	C14orf178
NM_012245	SNW1
NM_031210	SLIRP
NM_013989	DIO2
NR_003021	SNORA79
NM_005065	SEL1L
NR_102737	LINC00911
NM_013231	FLRT2
NR_038445	LOC283585
NM_000153	GALC
NR_046094	LINC01146
NM_024824	ZC3H14
NM_144596	TTC8
NR_036500	FOXN3-AS1
NR_024620	FOXN3-AS2
NM_002802	PSMC1
NM_017970	NRDE2
NM_006888	CALM1
NR_033986	LINC00642
NR_003709	SNORA11B
NM_001177676	GPR68
NM_004239	TRIP11
NM_017437	CPSF2
NM_004545	NDUFB1
NM_005113	GOLGA5
NM_001275	CHGA
NR_002808	ITPK1-AS1
NM_032490	C14orf142
NM_001098621	TMEM251
NM_175748	UBR7
NM_022151	MOAP1
NM_182971	COX8C
NM_001207074	FAM181A
NM_001202429	ASB2
NR_024184	LINC00521
NM_001130080	IFI27
NM_032036	IFI27L2
NM_020414	DDX24
NM_145249	IFI27L1
NM_016186	SERPINA10
NM_058237	PPP4R4
NM_001756	SERPINA6
NM_001127700	SERPINA1
NM_001080451	SERPINA11
NM_175739	SERPINA9
NM_173850	SERPINA12
NM_000624	SERPINA5
NM_001085	SERPINA3
NM_006215	SERPINA4
NR_015340	SERPINA13P
NM_173849	GSC
NM_030621	DICER1
NR_036131	MIR3173
NM_152592	SYNE3
NR_026779	LINC00341
NR_003138	SNHG10
NM_016417	GLRX5
NM_004918	TCL1B
NM_021966	TCL1A
NR_028288	TCL6
NR_038861	TUNAR
NM_001252507	C14orf132
NM_000623	BDKRB2
NM_000710	BDKRB1
NM_018036	ATG2B
NM_001271906	GSKIP
NM_003384	VRK1
NR_033943	LOC100129345
NM_182560	C14orf177
NM_138576	BCL11B
NM_001099402	CCNK
NM_006668	CYP46A1
NR_049883	MIR5698
NM_206918	DEGS2
NM_001039355	SLC25A29
NM_003403	YY1
NR_029906	MIR345
NM_173701	WARS
NM_001159531	BEGAIN
NR_024096	LINC00523
NM_003836	DLK1
NR_039729	MIR2392
NR_003237	SNORD113-9
NR_003235	SNORD113-7
NR_003234	SNORD113-6
NR_003233	SNORD113-5
NR_003232	SNORD113-4
NR_003230	SNORD113-2
NR_003229	SNORD113-1
NR_030528	MIR770
NR_003198	SNORD114-6
NR_003207	SNORD114-14
NR_003197	SNORD114-5
NR_003206	SNORD114-13
NR_003196	SNORD114-4
NR_029889	MIR337
NR_029965	MIR431
NR_024149	MEG8
NR_030172	MIR493
NM_001134888	RTL1
NR_003205	SNORD114-12
NR_003195	SNORD114-3
NR_003204	SNORD114-11
NR_003194	SNORD114-2
NR_003203	SNORD114-10
NR_003193	SNORD114-1
NR_003201	SNORD114-9
NR_003200	SNORD114-8
NR_003214	SNORD114-21
NR_003213	SNORD114-20
NR_003212	SNORD114-19
NR_003211	SNORD114-18
NR_003210	SNORD114-17
NR_003209	SNORD114-16
NR_003199	SNORD114-7
NR_003208	SNORD114-15
NR_029966	MIR433
NR_003215	SNORD114-22
NR_030617	MIR665
NR_029699	MIR136
NR_030173	MIR432
NR_029696	MIR127
NR_030162	MIR487A
NR_003219	SNORD114-26
NR_003218	SNORD114-25
NR_003217	SNORD114-24
NR_030582	MIR300
NR_036133	MIR323B
NR_036132	MIR1193
NR_031713	MIR1197
NR_029704	MIR154
NR_030176	MIR496
NR_029868	MIR376A1
NR_029890	MIR323A
NR_029869	MIR377
NR_029871	MIR379
NR_029975	MIR409
NR_030594	MIR541
NR_031571	MIR1185-2
NR_047664	MEG9
NR_030408	MIR668
NR_030157	MIR376B
NR_003223	SNORD114-30
NR_003222	SNORD114-29
NR_003221	SNORD114-28
NR_003216	SNORD114-23
NR_030619	MIR543
NR_003224	SNORD114-31
NR_030266	MIR376A2
NR_030391	MIR655
NR_029841	MIR299
NR_030267	MIR487B
NR_003220	SNORD114-27
NR_029874	MIR382
NR_029968	MIR329-2
NR_029967	MIR329-1
NR_031575	MIR1185-1
NR_030256	MIR539
NR_030390	MIR654
NR_030389	MIR411
NR_029698	MIR134
NR_029873	MIR381
NR_029872	MIR380
NR_029862	MIR369
NR_029861	MIR376C
NR_030595	MIR889
NR_030160	MIR485
NR_030392	MIR656
NR_030406	MIR758
NR_030155	MIR412
NR_030156	MIR410
NR_030175	MIR495
NR_030174	MIR494
NM_001362	DIO3
NR_026774	LINC00239
NM_001017963	HSP90AA1
NM_018335	ZNF839
NM_152326	ANKRD9
NR_036192	MIR4309
NM_030943	AMN
NM_001077594	EXOC3L4
NM_006291	TNFAIP2
NR_033938	LINC00605
NR_002964	SNORA28
NM_001015049	BAG5
NM_152307	TRMT61A
NM_001823	CKB
NM_001198953	ZFYVE21
NM_001100118	XRCC3
NM_001130107	KLC1
NR_038436	LINC00637
NM_004894	C14orf2
NM_001257268	RD3L
NR_029620	MIR203A
NM_001080464	ASPG
NR_039859	MIR203B
NM_015656	KIF26A
NM_001008404	C14orf180
NM_199165	ADSSL1
NM_006427	SIVA1
NM_022489	INF2
NR_039860	MIR4710
NM_001112726	CEP170B
NR_024396	LINC00638
NM_001137601	ZBTB42
NM_174891	C14orf79
NM_138790	PLD4
NM_017955	CDCA4
NM_138420	AHNAK2
NM_013345	GPR132
NM_002226	JAG2
NM_033271	BTBD6
NM_001519	BRF1
NM_001195082	TEX22
NM_001100913	PACS2
NM_001270837	CRIP2
NM_001134875	C14orf80
NM_025268	TMEM121
NM_001311	CRIP1
NR_046211	ELK2AP
NR_026800	KIAA0125
NR_002224	ADAM6
NR_033375	LINC00226
NR_027457	LINC00221
NM_024837	ATP8B4
NM_022805	SNRPN
NM_139057	ADAMTS17
NM_015492	C15orf39
NM_144599	NIPA1
NM_033223	GABRG3
NM_005503	APBA2
NR_040082	LOC100128714
NM_000275	OCA2
NR_026859	ULK4P3
NM_005739	RASGRP1
NM_144508	CASC5
NM_133647	SLC12A6
NM_020759	STARD9
NM_001193489	SECISBP2L
NM_005313	PDIA3
NM_016194	GNB5
NM_001080534	UNC13C
NM_207381	TNFAIP8L3
NM_032866	CGNL1
NM_006578	GNB5
NM_134260	RORA
NM_152450	FAM81A
NM_001144823	DENND4A
NM_003922	HERC1
NM_006901	MYO9A
NM_002499	NEO1
NM_001199017	LRRC49
NR_031680	MIR548H4
NM_001164465	GOLGA6L10
NM_024776	PEAK1
NM_000126	ETFA
NM_014862	ARNT2
NM_152336	AGBL1
NM_198525	KIF7
NM_006738	AKAP13
NR_036432	HERC2P3
NM_014608	CYFIP1
NR_015416	LOC727924
NR_003521	WHAMMP3
NR_002824	HERC2P2
NM_001271664	GOLGA6L22
NM_024490	ATP10A
NM_000814	GABRB3
NM_001165037	GABRA5
NM_004667	HERC2
NR_037599	PDCD6IPP2
NM_015307	FAM189A1
NM_003257	TJP1
NM_139320	CHRFAM7A
NR_038253	LOC100288637
NM_001252020	TRPM1
NM_001190455	CHRNA7
NM_130901	OTUD7A
NM_001277313	FMN1
NM_012125	CHRM5
NM_024713	KATNBL1
NM_001036	RYR3
NM_020371	AVEN
NM_014691	AQR
NR_038251	DPH6-AS1
NM_080650	DPH6
NM_170675	MEIS2
NM_001130010	C15orf41
NR_027320	CSNK1A1P1
NM_152597	FSIP1
NM_001271855	GPR176
NM_001211	BUB1B
NM_130468	CHST14
NM_207380	C15orf52
NM_001013703	EIF2AK4
NM_017553	INO80
NM_007236	CHP1
NM_015540	RPAP1
NM_016013	NDUFAF1
NM_001206670	PLA2G4E
NM_001128608	MAPKBP1
NM_022473	ZNF106
NM_018097	HAUS2
NM_015289	VPS39
NM_139265	EHD4
NM_198141	GANC
NM_174916	UBR1
NM_153700	STRC
NM_173500	TTBK2
NM_001141980	TP53BP1
NM_032892	FRMD5
NM_138423	CASC4
NM_138356	SHF
NM_003104	SORD
NM_001025248	DUT
NM_203349	SHC4
NM_000138	FBN1
NM_002044	GALK2
NM_152647	FAM227B
NM_007347	AP4E1
NM_005154	USP8
NM_005254	GABPB1
NM_017672	TRPM7
NM_000103	CYP19A1
NM_014547	TMOD3
NM_001174116	DMXL2
NM_181789	GLDN
NM_019600	FAM214A
NM_018728	MYO5C
NM_000259	MYO5A
NM_182758	WDR72
NM_022841	RFX7
NM_001198784	C15orf65
NM_173814	PRTG
NM_015617	PYGO1
NM_018365	MNS1
NM_017661	ZNF280D
NM_207037	TCF12
NM_003888	ALDH1A2
NM_001018100	MYZAP
NM_020980	AQP9
NM_001110	ADAM10
NM_000236	LIPC
NM_004998	MYO1E
NM_001270528	RNF111
NM_001040450	FAM63B
NM_004039	ANXA2
NM_001002858	ANXA2
NM_020821	VPS13C
NM_015059	TLN2
NM_006537	USP3
NM_031301	APH1B
NM_022048	CSNK1G1
NM_014326	DAPK2
NM_015042	ZNF609
NM_004727	SLC24A1
NM_130434	DPP8
NM_016630	SPG21
NM_004884	IGDCC3
NM_025201	PLEKHO2
NM_002755	MAP2K1
NM_207338	LCTL
NM_032445	MEGF11
NM_001031715	IQCH
NM_145160	MAP2K5
NM_005902	SMAD3
NM_024666	AAGAB
NR_040051	IQCH-AS1
NM_016166	PIAS1
NM_006305	ANP32A
NM_001190456	CORO2B
NM_001004439	ITGA11
NM_138555	KIF23
NM_017705	PAQR5
NM_024505	NOX5
NM_015554	GLCE
NR_026979	DRAIC
NM_005078	TLE3
NM_018003	UACA
NM_024817	THSD4
NM_001012642	GRAMD2
NM_033028	BBS4
NM_005744	ARIH1
NM_012428	NPTN
NM_001042367	REC114
NM_033238	PML
NM_006465	ARID3B
NM_003612	SEMA7A
NM_025083	EDC3
NM_025055	CCDC33
NM_152335	C15orf27
NM_138573	NRG4
NM_017828	COMMD4
NM_001042588	SNUPN
NM_002833	PTPN9
NM_173469	UBE2Q2
NR_024595	DNM1P35
NM_020843	SCAPER
NM_018200	HMG20A
NM_015162	ACSBG1
NM_000743	CHRNA3
NM_002891	RASGRF1
NM_004136	IREB2
NM_206839	MORF4L1
NR_038997	ANKRD34C-AS1
NR_033833	LINC00927
NR_028330	ST20-AS1
NM_000137	FAH
NM_021214	ABHD17C
NM_001080532	TMC3
NM_018689	CEMIP
NM_172217	IL16
NM_024580	EFTUD1
NR_004847	UBE2Q2P2
NM_001008226	SAXO2
NM_030594	CPEB1
NM_004644	AP3B2
NM_198181	GOLGA6L9
NM_001080435	WHAMM
NR_026811	GOLGA2P10
NM_207517	ADAMTSL3
NM_003027	SH3GL3
NM_004213	SLC28A1
NM_032856	WDR73
NM_014630	ZNF592
NM_002605	PDE8A
NM_001012338	NTRK3
NM_152924	ABHD2
NM_013227	ACAN
NM_198526	ZNF710
NM_001199058	C15orf38-AP3S2
NM_003870	IQGAP1
NM_022769	CRTC3
NM_000057	BLM
NM_018671	UNC45A
NM_014848	SV2B
NM_207446	FAM174B
NM_013272	SLCO3A1
NM_001271	CHD2
NM_018349	MCTP2
NR_102743	NR2F2-AS1
NR_024173	LINC00923
NM_000875	IGF1R
NM_144598	LRRC28
NM_152449	LYSMD4
NM_005587	MEF2A
NM_178842	CERS3
NM_000693	ALDH1A3
NM_024652	LRRK1
NM_198243	ASB7
NM_152334	TARSL2
NM_002570	PCSK6
NR_038836	CHEK2P2
NM_001145004	GOLGA6L6
NR_027411	GOLGA8CP
NR_027992	NBEAP1
NM_207355	POTEB3
NR_040094	LINC01193
NR_028506	NF1P2
NR_024387	CXADRP2
NR_027053	LOC646214
NM_001005241	OR4N4
NM_001004719	OR4M2
NR_028067	OR4N3P
NR_033735	REREP3
NR_039732	MIR4509-1
NM_001001413	GOLGA6L1
NR_027407	GOLGA8DP
NM_052903	TUBGCP5
NM_001008892	NIPA2
NR_040057	LOC283683
NR_024074	GOLGA8IP
NR_036470	HERC2P7
NR_033350	GOLGA8EP
NR_038843	GOLGA8S
NM_005664	MKRN3
NR_039731	MIR4508
NM_002487	NDN
NM_019066	MAGEL2
NR_026647	PWRN2
NR_026646	PWRN1
NM_018958	NPAP1
NR_003316	SNORD116-1
NM_022804	SNURF
NR_022008	PWAR5
NR_001289	SNORD109B
NR_022011	PWARSN
NR_003360	SNORD116-29
NR_003323	SNORD116-8
NR_003340	SNORD116-26
NR_003339	SNORD116-25
NR_003338	SNORD116-24
NR_003337	SNORD116-23
NR_003334	SNORD116-20
NR_003333	SNORD116-18
NR_003331	SNORD116-16
NR_003299	SNORD115-7
NR_003298	SNORD115-6
NR_003297	SNORD115-5
NR_003296	SNORD115-4
NR_003295	SNORD115-3
NR_003294	SNORD115-2
NR_003302	SNORD115-10
NR_003301	SNORD115-9
NR_022009	PWAR1
NR_003320	SNORD116-5
NR_003318	SNORD116-3
NR_003317	SNORD116-2
NR_023915	IPW
NR_001291	SNORD115-1
NR_001290	SNORD116-19
NR_003330	SNORD116-15
NR_003328	SNORD116-13
NR_003327	SNORD116-12
NR_003326	SNORD116-11
NR_003325	SNORD116-10
NR_003356	SNORD115-41
NR_003355	SNORD115-40
NR_003354	SNORD115-39
NR_003353	SNORD115-38
NR_003352	SNORD115-37
NR_003362	SNORD115-48
NR_003359	SNORD115-44
NR_003350	SNORD115-35
NR_003348	SNORD115-33
NR_003347	SNORD115-32
NR_003346	SNORD115-31
NR_003345	SNORD115-30
NR_003342	SNORD115-25
NR_003499	SNORD115-47
NR_003309	SNORD115-17
NR_003308	SNORD115-16
NR_003306	SNORD115-14
NR_003303	SNORD115-11
NR_003300	SNORD115-8
NR_003314	SNORD115-22
NR_003498	SNORD115-45
NR_003497	SNORD115-28
NR_003496	SNORD115-27
NR_003495	SNORD115-24
NM_130839	UBE3A
NR_039865	MIR4715
NR_038851	LINC00929
NR_033351	GOLGA8F
NR_036443	HERC2P9
NR_036475	LOC100289656
NR_026589	WHAMMP2
NR_047567	GOLGA6L7P
NM_138704	NDNL2
NR_033933	GOLGA8T
NR_026771	DKFZP434L187
NM_001039841	ARHGAP11B
NR_026858	ULK4P1
NR_072991	HERC2P10
NM_017762	MTMR10
NM_014967	FAN1
NR_029624	MIR211
NM_001243538	LOC283710
NM_015995	KLF13
NM_001277308	GOLGA8O
NR_036650	WHAMMP1
NR_102756	LOC100996255
NM_014783	ARHGAP11A
NM_001144757	SCG5
NM_013372	GREM1
NR_046005	TMCO5B
NM_020154	EMC7
NM_152595	PGBD4
NM_016454	EMC4
NM_018648	NOP10
NM_153613	LPCAT4
NM_181077	GOLGA8A
NM_175741	NUTM1
NR_036261	MIR1233-2
NM_001023567	GOLGA8B
NM_005159	ACTC1
NM_020660	GJD2
NM_014106	ZNF770
NR_003144	ANP32AP1
NR_037507	MIR3942
NR_039735	MIR4510
NR_024264	LOC145845
NM_152453	TMCO5A
NM_152594	SPRED1
NM_173611	FAM98B
NM_207444	C15orf53
NM_207445	C15orf54
NM_003246	THBS1
NM_003134	SRP14
NR_040059	SRP14-AS1
NM_001003940	BMF
NM_004573	PLCB2
NM_001039905	C15orf56
NM_001190479	ANKRD63
NM_001276717	PAK6
NM_033286	KNSTRN
NM_001145643	PHGR1
NM_002225	IVD
NM_033510	DISP2
NM_014952	BAHD1
NR_002208	MRPL42P5
NM_001080791	C15orf57
NM_152260	RPUSD2
NR_040058	RAD51-AS1
NM_133487	RAD51
NM_001130448	C15orf62
NM_181642	SPINT1
NM_018145	RMDN3
NM_032850	ZFYVE19
NM_018163	DNAJC17
NM_001130143	PPP1R14D
NM_005258	GCHFR
NM_019074	DLL4
NM_020857	VPS18
NM_024111	CHAC1
NM_133639	RHOV
NM_152596	EXD1
NM_016359	NUSAP1
NM_007280	OIP5
NR_026757	OIP5-AS1
NM_002220	ITPKA
NM_002344	LTK
NM_015138	RTF1
NM_006293	TYRO3
NM_001164273	MGA
NR_030356	MIR626
NM_016642	SPTBN5
NR_036195	MIR4310
NM_005090	JMJD7-PLA2G4B
NM_213600	PLA2G4F
NM_178034	PLA2G4D
NM_015497	TMEM87A
NR_030357	MIR627
NM_000070	CAPN3
NM_153260	LRRC57
NM_003825	SNAP23
NM_138477	CDAN1
NM_012142	CCNDBP1
NM_000119	EPB42
NM_024956	TMEM62
NM_014793	LCMT2
NM_201631	TGM5
NM_052955	TGM7
NM_001159280	ADAL
NM_152455	ZSCAN29
NM_014444	TUBGCP4
NM_001130858	PPIP5K1
NM_002373	MAP1A
NM_020990	CKMT1B
NM_001015001	CKMT1A
NM_172095	CATSPER2
NR_002318	CATSPER2P1
NM_016400	HYPK
NR_031695	MIR1282
NM_001199875	SERF2
NR_003571	PIN4P1
NM_005926	MFAP1
NM_024908	WDR76
NM_001258031	SERINC4
NM_025165	ELL3
NM_016396	CTDSPL2
NM_025137	SPG11
NM_003758	EIF3J
NR_034170	EIF3J-AS1
NM_182985	TRIM69
NM_001145112	PATL2
NM_004048	B2M
NM_152448	C15orf43
NM_014080	DUOX2
NM_175940	DUOX1
NM_001276264	DUOXA1
NM_207581	DUOXA2
NM_004212	SLC28A2
NM_032413	C15orf48
NM_001482	GATM
NM_024063	SPATA5L1
NM_013309	SLC30A4
NR_022014	HMGN2P46
NM_012388	BLOC1S6
NM_001271213	SQRDL
NM_153618	SEMA6D
NM_001145668	CTXN2
NM_205850	SLC24A5
NM_016132	MYEF2
NM_001184832	SLC12A1
NM_001194998	CEP152
NM_014335	EID1
NR_036507	NDUFAF4P1
NR_039866	MIR4716
NM_001143887	COPS2
NM_002009	FGF7
NM_001144955	DTWD1
NM_003645	SLC27A2
NM_002112	HDC
NR_024490	GABPB1-AS1
NR_039862	MIR4712
NR_026891	FLJ10038
NM_203494	USP50
NM_032802	SPPL2A
NR_027642	DCAF13P3
NR_039863	MIR4713
NM_013243	SCG3
NM_153374	LYSMD2
NM_014548	TMOD2
NM_138792	LEO1
NM_002748	MAPK6
NM_020396	BCL2L10
NR_102751	LOC100129973
NR_031670	MIR1266
NM_006628	ARPP19
NM_004498	ONECUT1
NM_016304	RSL24D1
NM_183236	RAB27A
NR_030358	MIR628
NM_001204450	CCPG1
NM_004855	PIGB
NM_130810	DYX1C1
NM_198400	NEDD4
NM_198524	TEX9
NR_024433	LINC00926
NM_015532	POLR2M
NR_073415	HSP90AB4P
NM_024755	SLTM
NR_031750	MIR2116
NM_004701	CCNB2
NM_033195	LDHAL6B
NM_004492	GTF2A2
NM_004751	GCNT3
NM_004330	BNIP2
NM_012182	FOXB1
NM_024611	ICE2
NM_207322	C2CD4A
NM_001007595	C2CD4B
NR_026897	MGC15885
NR_029709	MIR190A
NM_032857	LACTB
NM_001018020	TPM1
NM_016530	RAB8B
NM_015920	RPS27L
NM_001218	CA12
NM_203373	FBXL22
NR_034080	USP3-AS1
NM_000942	PPIB
NM_001242933	SNX1
NM_032231	FAM96A
NM_024798	SNX22
NM_016213	TRIP4
